,home_score,away_score,home_team_name,away_team_name,home_formation,away_fromation,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,HomePlayer12,HomePlayer13,HomePlayer14,HomePlayer15,HomePlayer16,HomePlayer17,HomePlayer18,HomePlayer19,HomePlayer20,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,AwayPlayer12,AwayPlayer13,AwayPlayer14,AwayPlayer15,AwayPlayer16,AwayPlayer17,AwayPlayer18,AwayPlayer19,AwayPlayer20,Matchweek,home_GD_prior,away_GD_prior,home_Points_prior,away_Points_prior
212,3,0,Manchester United,Bournemouth,"<strong class=""matchTeamFormation"" data-team-id=""12"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""127"">4-4-2</strong>",David de Gea,Aaron Wan-Bissaka,Luke Shaw,Harry Maguire,Victor Lindelöf,Bruno Fernandes,Christian Eriksen,Marcus Rashford,Donny van de Beek,Casemiro,Anthony Martial,Tom Heaton,Diogo Dalot,Raphaël Varane,Tyrell Malacia,Lisandro Martínez,Scott McTominay,Fred,Anthony Elanga,Alejandro Garnacho,Mark Travers,Chris Mepham,Marcos Senesi,Adam Smith,Lloyd Kelly,Ryan Christie,Jaidon Anthony,Jefferson Lerma,Lewis Cook,Dominic Solanke,Philip Billing,Cameron Plain,Jack Stephens,Jordan Zemura,Jack Stacey,Siriki Dembélé,Joe Rothwell,Ben Pearson,Kieffer Moore,Jamal Lowe,Matchweek 19,4,-18,32,16
213,3,1,Brentford,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""130"">3-5-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>",David Raya,Zanka,Ethan Pinnock,Ben Mee,Mads Roerslev,Mathias Jensen,Rico Henry,Christian Nørgaard,Vitaly Janelt,Yoane Wissa,Bryan Mbeumo,Thomas Strakosha,Mads Bech,Tristan Crama,Ryan Trevitt,Mikkel Damsgaard,Josh Dasilva,Saman Ghoddos,Sergi Canós,Keane Lewis-Potter,Alisson Becker,Trent Alexander-Arnold,Kostas Tsimikas,Ibrahima Konaté,Virgil van Dijk,Thiago Alcântara,Harvey Elliott,Fabinho,Alex Oxlade-Chamberlain,Mohamed Salah,Darwin Núñez,Caoimhín Kelleher,Nathaniel Phillips,Joël Matip,Joe Gomez,Stefan Bajcetic,Andy Robertson,Fábio Carvalho,Curtis Jones,Naby Keïta,Matchweek 19,0,14,23,28
214,0,2,Tottenham Hotspur,Aston Villa,"<strong class=""matchTeamFormation"" data-team-id=""21"">3-4-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""2"">4-4-2</strong>",Hugo Lloris,Clément Lenglet,Ben Davies,Cristian Romero,Yves Bissouma,Ivan Perisic,Matt Doherty,Pierre-Emile Højbjerg,Son Heung-Min,Bryan Gil,Harry Kane,Fraser Forster,Emerson Royal,Djed Spence,Japhet Tanganga,Eric Dier,Davinson Sánchez,Ryan Sessegnon,Oliver Skipp,Pape Sarr,Robin Olsen,Ezri Konsa,Tyrone Mings,Ashley Young,Lucas Digne,Emiliano Buendía,John McGinn,Douglas Luiz,Boubacar Kamara,Leon Bailey,Ollie Watkins,Emiliano Martínez,Calum Chambers,Matty Cash,Ludwig Augustinsson,Jan Bednarek,Philippe Coutinho,Morgan Sanson,Danny Ings,Cameron Archer,Matchweek 18,10,-8,30,18
215,1,1,Nottingham Forest,Chelsea,"<strong class=""matchTeamFormation"" data-team-id=""15"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""4"">4-3-3</strong>",Dean Henderson,Sèrge Aurier,Willy-Arnaud Boly,Renan Lodi,Joe Worrall,Remo Freuler,Ryan Yates,Orel Mangala,Morgan Gibbs-White,Taiwo Awoniyi,Brennan Johnson,Wayne Hennessey,Scott McKenna,Steve Cook,Neco Williams,Harry Toffolo,Lewis O'Brien,Jack Colback,Sam Surridge,Emmanuel Dennis,Kepa,Kalidou Koulibaly,Thiago Silva,Marc Cucurella,César Azpilicueta,Jorginho,Denis Zakaria,Mason Mount,Kai Havertz,Christian Pulisic,Raheem Sterling,Marcus Bettinelli,Trevoh Chalobah,Omari Hutchinson,Lewis Hall,Hakim Ziyech,Mateo Kovacic,Carney Chukwuemeka,Conor Gallagher,Pierre-Emerick Aubameyang,Matchweek 18,-22,2,13,24
216,0,2,Bournemouth,Crystal Palace,"<strong class=""matchTeamFormation"" data-team-id=""127"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""6"">4-2-3-1</strong>",Mark Travers,Lloyd Kelly,Adam Smith,Marcos Senesi,Jordan Zemura,Lewis Cook,Jaidon Anthony,Jefferson Lerma,Philip Billing,Kieffer Moore,Dominic Solanke,Cameron Plain,Jack Stephens,Chris Mepham,Jack Stacey,Siriki Dembélé,Ryan Christie,Joe Rothwell,Ben Pearson,Jamal Lowe,Vicente Guaita,Nathaniel Clyne,Joel Ward,Joachim Andersen,Marc Guéhi,Eberechi Eze,Cheick Doucouré,Wilfried Zaha,Michael Olise,Jeffrey Schlupp,Jordan Ayew,Jack Butland,Chris Richards,David Ozoh,Jairo Riedewald,Will Hughes,Malcolm Ebiowei,Jean-Philippe Mateta,Odsonne Édouard,John-Kymani Gordon,Matchweek 18,-16,-6,16,19
217,2,1,Fulham,Southampton,"<strong class=""matchTeamFormation"" data-team-id=""34"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""20"">3-4-2-1</strong>",Bernd Leno,Kenny Tete,Issa Diop,Tim Ream,Antonee Robinson,Andreas Pereira,Harrison Reed,Bobby De Cordova-Reid,Willian,João Palhinha,Aleksandar Mitrovic,Marek Rodák,Shane Duffy,Tosin Adarabioyo,Harry Wilson,Luke Harris,Nathaniel Chalobah,Daniel James,Tom Cairney,Carlos Vinícius,Gavin Bazunu,Armel Bella-Kotchap,Mohammed Salisu,Lyanco,James Ward-Prowse,Mohamed Elyounoussi,Ainsley Maitland-Niles,Kyle Walker-Peters,Joe Aribo,Samuel Edozie,Ché Adams,Willy Caballero,Romain Perraud,Duje Caleta-Car,Ibrahima Diallo,Roméo Lavia,Stuart Armstrong,Ryan Finnigan,Adam Armstrong,Sékou Mara,Matchweek 18,1,-16,22,12
218,1,1,Manchester City,Everton,"<strong class=""matchTeamFormation"" data-team-id=""11"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""7"">5-3-2</strong>",Ederson,Rico Lewis,Nathan Aké,John Stones,Manuel Akanji,Kevin De Bruyne,Bernardo Silva,Rodri,Erling Haaland,Jack Grealish,Riyad Mahrez,Stefan Ortega,Kyle Walker,João Cancelo,Sergio Gómez,Kalvin Phillips,Cole Palmer,Ilkay Gündogan,Phil Foden,Julián Álvarez,Jordan Pickford,Ben Godfrey,Vitalii Mykolenko,Conor Coady,James Tarkowski,Nathan Patterson,Idrissa Gueye,Amadou Onana,Alex Iwobi,Demarai Gray,Dominic Calvert-Lewin,Asmir Begovic,Séamus Coleman,Rúben Vinagre,Mason Holgate,Tom Davies,Abdoulaye Doucouré,Isaac Price,Neal Maupay,Dwight McNeil,Matchweek 18,28,-7,35,14
219,2,4,Brighton and Hove Albion,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""131"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""1"">4-3-3</strong>",Robert Sánchez,Levi Colwill,Tariq Lamptey,Lewis Dunk,Pervis Estupiñán,Adam Lallana,Billy Gilmour,Solly March,Kaoru Mitoma,Pascal Groß,Leandro Trossard,Jason Steele,Joël Veltman,Ed Turns,Jan Paul van Hecke,Andrew Moran,Jack Hinshelwood,Julio Enciso,Evan Ferguson,Jeremy Sarmiento,Aaron Ramsdale,Ben White,Oleksandr Zinchenko,William Saliba,Gabriel Magalhães,Martin Ødegaard,Granit Xhaka,Thomas Partey,Gabriel Martinelli,Bukayo Saka,Eddie Nketiah,Matt Turner,Cédric Soares,Rob Holding,Kieran Tierney,Takehiro Tomiyasu,Albert Sambi Lokonga,Fábio Vieira,Mohamed Elneny,Marquinhos,Matchweek 18,6,24,24,40
220,0,1,Wolverhampton Wanderers,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""38"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""12"">4-2-3-1</strong>",José Sá,Maximilian Kilman,Hugo Bueno,Nathan Collins,Nélson Semedo,João Moutinho,Hwang Hee-Chan,Daniel Podence,Rúben Neves,Matheus Nunes,Diego Costa,Matija Sarkic,Rayan Aït-Nouri,Toti,Jonny Otto,Boubacar Traoré,Joe Hodge,Adama Traoré,Gonçalo Guedes,Raúl Jiménez,David de Gea,Raphaël Varane,Aaron Wan-Bissaka,Tyrell Malacia,Luke Shaw,Bruno Fernandes,Alejandro Garnacho,Christian Eriksen,Antony,Casemiro,Anthony Martial,Tom Heaton,Brandon Williams,Victor Lindelöf,Harry Maguire,Fred,Donny van de Beek,Kobbie Mainoo,Marcus Rashford,Anthony Elanga,Matchweek 18,-15,3,13,29
221,0,0,Newcastle United,Leeds United,"<strong class=""matchTeamFormation"" data-team-id=""23"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""9"">4-2-3-1</strong>",Nick Pope,Sven Botman,Fabian Schär,Kieran Trippier,Dan Burn,Bruno Guimarães,Joe Willock,Sean Longstaff,Chris Wood,Joelinton,Miguel Almirón,Karl Darlow,Javier Manquillo,Jamaal Lascelles,Jamal Lewis,Matt Ritchie,Elliot Anderson,Jacob Murphy,Allan Saint-Maximin,Callum Wilson,Illan Meslier,Pascal Struijk,Luke Ayling,Robin Koch,Liam Cooper,Adam Forshaw,Wilfried Gnonto,Brenden Aaronson,Tyler Adams,Jack Harrison,Rodrigo,Joel Robles,Rasmus Kristensen,Diego Llorente,Junior Firpo,Crysencio Summerville,Mateusz Klich,Marc Roca,Joe Gelhardt,Sam Greenwood,Matchweek 18,21,-6,33,15
222,0,2,West Ham United,Brentford,"<strong class=""matchTeamFormation"" data-team-id=""25"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""130"">3-5-2</strong>",Lukasz Fabianski,Craig Dawson,Angelo Ogbonna,Aaron Cresswell,Emerson,Vladimír Coufal,Declan Rice,Lucas Paquetá,Jarrod Bowen,Saïd Benrahma,Gianluca Scamacca,Alphonse Areola,Ben Johnson,Nayef Aguerd,Thilo Kehrer,Pablo Fornals,Manuel Lanzini,Tomás Soucek,Flynn Downes,Michail Antonio,David Raya,Ethan Pinnock,Ben Mee,Zanka,Mathias Jensen,Mads Roerslev,Christian Nørgaard,Rico Henry,Josh Dasilva,Ivan Toney,Bryan Mbeumo,Matthew Cox,Pontus Jansson,Yoane Wissa,Mikkel Damsgaard,Ryan Trevitt,Vitaly Janelt,Keane Lewis-Potter,Sergi Canós,Saman Ghoddos,Matchweek 18,-7,-2,14,20
223,2,1,Liverpool,Leicester City,"<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""26"">4-2-3-1</strong>",Alisson Becker,Trent Alexander-Arnold,Virgil van Dijk,Andy Robertson,Joël Matip,Harvey Elliott,Thiago Alcântara,Jordan Henderson,Mohamed Salah,Darwin Núñez,Alex Oxlade-Chamberlain,Adrián,Stefan Bajcetic,Kostas Tsimikas,Ibrahima Konaté,Joe Gomez,Naby Keïta,Bobby Clark,Fábio Carvalho,Ben Doak,Danny Ward,Luke Thomas,Daniel Amartey,Timothy Castagne,Wout Faes,Wilfred Ndidi,Ayoze Pérez,Harvey Barnes,Kiernan Dewsbury-Hall,Boubakary Soumaré,Patson Daka,Daniel Iversen,Çaglar Söyüncü,Jannik Vestergaard,Youri Tielemans,Marc Albrighton,Lewis Brunt,Nampalys Mendy,Jamie Vardy,Kelechi Iheanacho,Matchweek 18,13,-3,25,17
224,1,3,Leeds United,Manchester City,"<strong class=""matchTeamFormation"" data-team-id=""9"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""11"">4-3-3</strong>",Illan Meslier,Liam Cooper,Robin Koch,Rasmus Kristensen,Pascal Struijk,Marc Roca,Sam Greenwood,Adam Forshaw,Brenden Aaronson,Rodrigo,Wilfried Gnonto,Joel Robles,Luke Ayling,Junior Firpo,Diego Llorente,Crysencio Summerville,Darko Gyabi,Mateusz Klich,Jack Harrison,Joe Gelhardt,Ederson,Rico Lewis,Nathan Aké,John Stones,Manuel Akanji,Rodri,Ilkay Gündogan,Kevin De Bruyne,Jack Grealish,Erling Haaland,Riyad Mahrez,Stefan Ortega,João Cancelo,Kyle Walker,Aymeric Laporte,Bernardo Silva,Phil Foden,Sergio Gómez,Cole Palmer,Kalvin Phillips,Matchweek 17,-4,26,15,32
225,2,0,Chelsea,Bournemouth,"<strong class=""matchTeamFormation"" data-team-id=""4"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""127"">5-3-2</strong>",Kepa,Marc Cucurella,Reece James,Kalidou Koulibaly,Thiago Silva,Denis Zakaria,Jorginho,Mason Mount,Raheem Sterling,Christian Pulisic,Kai Havertz,Marcus Bettinelli,César Azpilicueta,Trevoh Chalobah,Bashir Humphreys,Conor Gallagher,Omari Hutchinson,Carney Chukwuemeka,Lewis Hall,Pierre-Emerick Aubameyang,Mark Travers,Marcos Senesi,Adam Smith,Jordan Zemura,Lloyd Kelly,Jack Stacey,Philip Billing,Jefferson Lerma,Lewis Cook,Dominic Solanke,Kieffer Moore,Cameron Plain,Jack Stephens,Ben Pearson,Ryan Christie,Siriki Dembélé,Joe Rothwell,Emiliano Marcondes,Jaidon Anthony,Jamal Lowe,Matchweek 17,0,-14,21,16
226,3,0,Manchester United,Nottingham Forest,"<strong class=""matchTeamFormation"" data-team-id=""12"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""15"">4-3-3</strong>",David de Gea,Raphaël Varane,Aaron Wan-Bissaka,Luke Shaw,Tyrell Malacia,Casemiro,Marcus Rashford,Antony,Bruno Fernandes,Christian Eriksen,Anthony Martial,Tom Heaton,Rhys Bennett,Harry Maguire,Brandon Williams,Zidane Iqbal,Donny van de Beek,Fred,Anthony Elanga,Alejandro Garnacho,Wayne Hennessey,Willy-Arnaud Boly,Sèrge Aurier,Renan Lodi,Joe Worrall,Orel Mangala,Ryan Yates,Remo Freuler,Brennan Johnson,Jesse Lingard,Taiwo Awoniyi,Jordan Smith,Neco Williams,Harry Toffolo,Scott McKenna,Steve Cook,Lewis O'Brien,Jack Colback,Sam Surridge,Emmanuel Dennis,Matchweek 17,0,-19,26,13
227,2,2,Brentford,Tottenham Hotspur,"<strong class=""matchTeamFormation"" data-team-id=""130"">3-5-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""21"">3-4-3</strong>",David Raya,Ethan Pinnock,Zanka,Ben Mee,Vitaly Janelt,Mathias Jensen,Mads Roerslev,Christian Nørgaard,Rico Henry,Ivan Toney,Bryan Mbeumo,Matthew Cox,Charlie Goode,Pontus Jansson,Josh Dasilva,Yoane Wissa,Mikkel Damsgaard,Keane Lewis-Potter,Sergi Canós,Saman Ghoddos,Fraser Forster,Clément Lenglet,Eric Dier,Japhet Tanganga,Pierre-Emile Højbjerg,Ivan Perisic,Yves Bissouma,Matt Doherty,Dejan Kulusevski,Harry Kane,Son Heung-Min,Hugo Lloris,Ben Davies,Davinson Sánchez,Emerson Royal,Ryan Sessegnon,Harvey White,Pape Sarr,Oliver Skipp,Bryan Gil,Matchweek 17,-2,10,19,29
228,0,3,Crystal Palace,Fulham,"<strong class=""matchTeamFormation"" data-team-id=""6"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""34"">4-2-3-1</strong>",Vicente Guaita,Nathaniel Clyne,Tyrick Mitchell,Joachim Andersen,James Tomkins,Michael Olise,Cheick Doucouré,Jeffrey Schlupp,Jordan Ayew,Wilfried Zaha,Eberechi Eze,Jack Butland,Joel Ward,Chris Richards,Luka Milivojevic,Jairo Riedewald,Will Hughes,Malcolm Ebiowei,Odsonne Édouard,John-Kymani Gordon,Bernd Leno,Issa Diop,Kenny Tete,Antonee Robinson,Tim Ream,Harrison Reed,Willian,João Palhinha,Bobby De Cordova-Reid,Andreas Pereira,Aleksandar Mitrovic,Marek Rodák,Shane Duffy,Tosin Adarabioyo,Luke Harris,Nathaniel Chalobah,Harry Wilson,Tom Cairney,Daniel James,Carlos Vinícius,Matchweek 17,-3,-2,19,19
229,1,2,Everton,Wolverhampton Wanderers,"<strong class=""matchTeamFormation"" data-team-id=""7"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""38"">4-3-3</strong>",Jordan Pickford,Vitalii Mykolenko,James Tarkowski,Nathan Patterson,Yerry Mina,Idrissa Gueye,Amadou Onana,Alex Iwobi,Dwight McNeil,Neal Maupay,Anthony Gordon,Asmir Begovic,Séamus Coleman,Rúben Vinagre,Mason Holgate,Ben Godfrey,Tom Davies,Abdoulaye Doucouré,Demarai Gray,Thomas Cannon,José Sá,Nathan Collins,Maximilian Kilman,Nélson Semedo,Hugo Bueno,Joe Hodge,Rúben Neves,João Moutinho,Daniel Podence,Hwang Hee-Chan,Diego Costa,Matija Sarkic,Toti,Dexter Lembikisa,Rayan Aït-Nouri,Matheus Nunes,Connor Ronan,Adama Traoré,Gonçalo Guedes,Raúl Jiménez,Matchweek 17,-6,-16,14,10
230,0,3,Leicester City,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""26"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""23"">4-3-3</strong>",Danny Ward,Daniel Amartey,Luke Thomas,Timothy Castagne,Wout Faes,Kiernan Dewsbury-Hall,Dennis Praet,Boubakary Soumaré,Youri Tielemans,Harvey Barnes,Patson Daka,Daniel Iversen,Jannik Vestergaard,Çaglar Söyüncü,Nampalys Mendy,Wilfred Ndidi,Marc Albrighton,Ayoze Pérez,Kelechi Iheanacho,Jamie Vardy,Nick Pope,Kieran Trippier,Dan Burn,Fabian Schär,Sven Botman,Sean Longstaff,Joe Willock,Bruno Guimarães,Joelinton,Chris Wood,Miguel Almirón,Karl Darlow,Jamaal Lascelles,Javier Manquillo,Matt Targett,Elliot Anderson,Jacob Murphy,Ryan Fraser,Matt Ritchie,Allan Saint-Maximin,Matchweek 17,0,18,17,30
231,1,3,Southampton,Brighton and Hove Albion,"<strong class=""matchTeamFormation"" data-team-id=""20"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""131"">4-2-3-1</strong>",Gavin Bazunu,Romain Perraud,Mohammed Salisu,Kyle Walker-Peters,Lyanco,Samuel Edozie,Mohamed Elyounoussi,James Ward-Prowse,Ibrahima Diallo,Moussa Djenepo,Ché Adams,Willy Caballero,Armel Bella-Kotchap,Duje Caleta-Car,Stuart Armstrong,Joe Aribo,Ainsley Maitland-Niles,Sékou Mara,Adam Armstrong,Jimmy Morgan,Robert Sánchez,Pervis Estupiñán,Levi Colwill,Lewis Dunk,Joël Veltman,Solly March,Kaoru Mitoma,Pascal Groß,Adam Lallana,Moisés Caicedo,Leandro Trossard,Jason Steele,Jan Paul van Hecke,Tariq Lamptey,Andrew Moran,Billy Gilmour,Evan Ferguson,Julio Enciso,Deniz Undav,Jeremy Sarmiento,Matchweek 17,-14,4,12,21
232,1,3,Aston Villa,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""2"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>",Robin Olsen,Ezri Konsa,Tyrone Mings,Lucas Digne,Ashley Young,Boubacar Kamara,John McGinn,Douglas Luiz,Emiliano Buendía,Leon Bailey,Ollie Watkins,Filip Marschall,Calum Chambers,Matty Cash,Jan Bednarek,Kadan Young,Leander Dendoncker,Philippe Coutinho,Cameron Archer,Danny Ings,Alisson Becker,Joël Matip,Andy Robertson,Trent Alexander-Arnold,Virgil van Dijk,Jordan Henderson,Thiago Alcântara,Fabinho,Alex Oxlade-Chamberlain,Mohamed Salah,Darwin Núñez,Caoimhín Kelleher,Nathaniel Phillips,Joe Gomez,Stefan Bajcetic,Kostas Tsimikas,Harvey Elliott,Fábio Carvalho,Naby Keïta,Ben Doak,Matchweek 17,-6,11,18,22
233,3,1,Arsenal,West Ham United,"<strong class=""matchTeamFormation"" data-team-id=""1"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""25"">4-2-3-1</strong>",Aaron Ramsdale,Gabriel Magalhães,William Saliba,Ben White,Kieran Tierney,Martin Ødegaard,Thomas Partey,Granit Xhaka,Bukayo Saka,Eddie Nketiah,Gabriel Martinelli,Matt Turner,Rob Holding,Cédric Soares,Oleksandr Zinchenko,Amario Cozier-Duberry,Albert Sambi Lokonga,Fábio Vieira,Mohamed Elneny,Marquinhos,Lukasz Fabianski,Craig Dawson,Thilo Kehrer,Vladimír Coufal,Aaron Cresswell,Jarrod Bowen,Declan Rice,Tomás Soucek,Saïd Benrahma,Lucas Paquetá,Michail Antonio,Alphonse Areola,Emerson,Ben Johnson,Angelo Ogbonna,Pablo Fornals,Conor Coventry,Manuel Lanzini,Flynn Downes,Divin Mubama,Matchweek 17,22,-5,37,14
234,1,2,Brighton and Hove Albion,Aston Villa,"<strong class=""matchTeamFormation"" data-team-id=""131"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""2"">4-4-2</strong>",Robert Sánchez,Levi Colwill,Pascal Groß,Lewis Dunk,Pervis Estupiñán,Moisés Caicedo,Leandro Trossard,Solly March,Adam Lallana,Alexis Mac Allister,Danny Welbeck,Jason Steele,Jan Paul van Hecke,Ed Turns,Tariq Lamptey,Joël Veltman,Billy Gilmour,Evan Ferguson,Deniz Undav,Julio Enciso,Emiliano Martínez,Tyrone Mings,Matty Cash,Lucas Digne,Ezri Konsa,Boubacar Kamara,Jacob Ramsey,Douglas Luiz,John McGinn,Danny Ings,Emiliano Buendía,Robin Olsen,Jan Bednarek,Ludwig Augustinsson,Calum Chambers,Ashley Young,Leander Dendoncker,Morgan Sanson,Cameron Archer,Leon Bailey,Matchweek 16,5,-7,21,15
235,1,2,Fulham,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""34"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""12"">4-2-3-1</strong>",Bernd Leno,Tim Ream,Issa Diop,Antonee Robinson,Bobby De Cordova-Reid,João Palhinha,Willian,Andreas Pereira,Harry Wilson,Tom Cairney,Carlos Vinícius,Marek Rodák,Kevin Mbabu,Shane Duffy,Tosin Adarabioyo,Nathaniel Chalobah,Josh Onomah,Daniel James,Kristian Sekularac,Luke Harris,David de Gea,Victor Lindelöf,Luke Shaw,Tyrell Malacia,Lisandro Martínez,Christian Eriksen,Anthony Elanga,Bruno Fernandes,Casemiro,Marcus Rashford,Anthony Martial,Martin Dúbravka,Nathan Bishop,Harry Maguire,Donny van de Beek,Scott McTominay,Zidane Iqbal,Fred,Alejandro Garnacho,,Matchweek 16,-1,-1,19,23
236,3,0,Bournemouth,Everton,"<strong class=""matchTeamFormation"" data-team-id=""127"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""7"">4-3-3</strong>",Mark Travers,Adam Smith,Marcos Senesi,Jordan Zemura,Jack Stephens,Marcus Tavernier,Philip Billing,Lewis Cook,Jefferson Lerma,Kieffer Moore,Dominic Solanke,Cameron Plain,Jack Stacey,Ryan Fredericks,Ben Pearson,Siriki Dembélé,Ryan Christie,Junior Stanislas,Joe Rothwell,Jaidon Anthony,Jordan Pickford,Conor Coady,James Tarkowski,Vitalii Mykolenko,Nathan Patterson,Amadou Onana,Idrissa Gueye,Alex Iwobi,Dwight McNeil,Demarai Gray,Neal Maupay,Asmir Begovic,Séamus Coleman,Michael Keane,Yerry Mina,Abdoulaye Doucouré,Tom Davies,Stanley Mills,Anthony Gordon,Thomas Cannon,Matchweek 16,-17,-3,13,14
237,3,1,Liverpool,Southampton,"<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""20"">5-3-2</strong>",Alisson Becker,Virgil van Dijk,Trent Alexander-Arnold,Andy Robertson,Joe Gomez,Fabinho,Thiago Alcântara,Harvey Elliott,Roberto Firmino,Mohamed Salah,Darwin Núñez,Caoimhín Kelleher,Adrián,Kostas Tsimikas,Stefan Bajcetic,Nathaniel Phillips,James Milner,Fábio Carvalho,Alex Oxlade-Chamberlain,Ben Doak,Gavin Bazunu,Mohamed Elyounoussi,Romain Perraud,Mohammed Salisu,Armel Bella-Kotchap,Duje Caleta-Car,James Ward-Prowse,Stuart Armstrong,Roméo Lavia,Adam Armstrong,Ché Adams,Alex McCarthy,Lyanco,Joe Aribo,Ainsley Maitland-Niles,Moussa Djenepo,Ibrahima Diallo,Theo Walcott,Samuel Edozie,Sékou Mara,Matchweek 16,9,-12,19,12
238,1,0,Newcastle United,Chelsea,"<strong class=""matchTeamFormation"" data-team-id=""23"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""4"">3-4-2-1</strong>",Nick Pope,Kieran Trippier,Sven Botman,Fabian Schär,Dan Burn,Sean Longstaff,Joe Willock,Bruno Guimarães,Joelinton,Chris Wood,Miguel Almirón,Karl Darlow,Jamaal Lascelles,Matt Targett,Javier Manquillo,Elliot Anderson,Jacob Murphy,Jonjo Shelvey,Callum Wilson,Allan Saint-Maximin,Édouard Mendy,Kalidou Koulibaly,César Azpilicueta,Trevoh Chalobah,Jorginho,Mateo Kovacic,Lewis Hall,Ruben Loftus-Cheek,Armando Broja,Mason Mount,Conor Gallagher,Marcus Bettinelli,Marc Cucurella,Thiago Silva,Denis Zakaria,Hakim Ziyech,Omari Hutchinson,Christian Pulisic,Kai Havertz,Pierre-Emerick Aubameyang,Matchweek 16,17,1,27,21
239,0,2,Wolverhampton Wanderers,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""38"">5-3-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""1"">4-3-3</strong>",José Sá,Hugo Bueno,Nélson Semedo,Nathan Collins,Maximilian Kilman,Toti,João Moutinho,Boubacar Traoré,Rúben Neves,Gonçalo Guedes,Adama Traoré,Matija Sarkic,Yerson Mosquera,Rayan Aït-Nouri,Dexter Lembikisa,Chem Campbell,Connor Ronan,Joe Hodge,Matheus Nunes,Daniel Podence,Aaron Ramsdale,William Saliba,Oleksandr Zinchenko,Gabriel Magalhães,Ben White,Granit Xhaka,Thomas Partey,Martin Ødegaard,Gabriel Jesus,Bukayo Saka,Gabriel Martinelli,Matt Turner,Kieran Tierney,Rob Holding,Cédric Soares,Mohamed Elneny,Fábio Vieira,Eddie Nketiah,Marquinhos,Reiss Nelson,Matchweek 16,-14,20,10,34
240,1,2,Manchester City,Brentford,"<strong class=""matchTeamFormation"" data-team-id=""11"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""130"">3-5-2</strong>",Ederson,John Stones,João Cancelo,Aymeric Laporte,Manuel Akanji,Kevin De Bruyne,Rodri,Ilkay Gündogan,Phil Foden,Erling Haaland,Bernardo Silva,Stefan Ortega,Rico Lewis,Rúben Dias,Cole Palmer,Kalvin Phillips,Jack Grealish,Sergio Gómez,Julián Álvarez,Riyad Mahrez,David Raya,Zanka,Ben Mee,Ethan Pinnock,Mads Roerslev,Mathias Jensen,Frank Onyeka,Vitaly Janelt,Rico Henry,Ivan Toney,Bryan Mbeumo,Matthew Cox,Tristan Crama,Christian Nørgaard,Yoane Wissa,Josh Dasilva,Yehor Yarmoliuk,Saman Ghoddos,Keane Lewis-Potter,Sergi Canós,Matchweek 16,27,-3,32,16
