,home_score,away_score,home_team_name,away_team_name,home_formation,away_fromation,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,HomePlayer12,HomePlayer13,HomePlayer14,HomePlayer15,HomePlayer16,HomePlayer17,HomePlayer18,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,AwayPlayer12,AwayPlayer13,AwayPlayer14,AwayPlayer15,AwayPlayer16,AwayPlayer17,AwayPlayer18,Matchweek,home_GD_prior,away_GD_prior,home_Points_prior,away_Points_prior
196,1,0,West Bromwich Albion,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""36"">4-4-1-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""23"">4-4-2</strong>",Boaz Myhill,Jonny Evans,Craig Dawson,Jonas Olsson,Gareth McAuley,Darren Fletcher,Stéphane Sessègnon,Chris Brunt,Claudio Yacob,James Morrison,Victor Anichebe,Anders Lindegaard,Cristian Gamboa,James Chester,Craig Gardner,Callum McManaman,Saido Berahino,Rickie Lambert,Karl Darlow,Daryl Janmaat,Chancel Mbemba,Paul Dummett,Fabricio Coloccini,Georginio Wijnaldum,Moussa Sissoko,Vurnon Anita,Jack Colback,Ayoze Pérez,Aleksandar Mitrovic,Robert Elliot,Jamaal Lascelles,Kevin Mbabu,Cheick Tioté,Florian Thauvin,Siem de Jong,Yoan Gouffran,Matchweek 19,-7,-14,20,17
197,2,0,Arsenal,Bournemouth,"<strong class=""matchTeamFormation"" data-team-id=""1"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""127"">4-1-4-1</strong>",Petr Cech,Gabriel Paulista,Kieran Gibbs,Héctor Bellerín,Per Mertesacker,Mesut Özil,Aaron Ramsey,Theo Walcott,Calum Chambers,Alex Oxlade-Chamberlain,Olivier Giroud,David Ospina,Laurent Koscielny,Mathieu Debuchy,Nacho Monreal,Alex Iwobi,Jeff Reine-Adélaïde,Joel Campbell,Artur Boruc,Adam Smith,Steve Cook,Simon Francis,Charlie Daniels,Dan Gosling,Andrew Surman,Matt Ritchie,Harry Arter,Marc Pugh,Joshua King,Adam Federici,Sylvain Distin,Eunan O'Kane,Junior Stanislas,Glenn Murray,Lee Tomlin,Tokelo Rantie,Matchweek 19,13,-10,36,20
198,0,0,Manchester United,Chelsea,"<strong class=""matchTeamFormation"" data-team-id=""12"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""4"">4-2-3-1</strong>",David de Gea,Daley Blind,Matteo Darmian,Ashley Young,Chris Smalling,Juan Mata,Morgan Schneiderlin,Anthony Martial,Bastian Schweinsteiger,Ander Herrera,Wayne Rooney,Sergio Romero,Cameron Borthwick-Jackson,Phil Jones,Andreas Pereira,Marouane Fellaini,Michael Carrick,Memphis Depay,Thibaut Courtois,John Terry,César Azpilicueta,Branislav Ivanovic,Kurt Zouma,Willian,John Obi Mikel,Oscar,Pedro,Nemanja Matic,Eden Hazard,Asmir Begovic,Abdul Baba,Papy Djilobodji,Ruben Loftus-Cheek,Ramires,Bertrand Traoré,Kenedy,Matchweek 19,6,-6,29,19
199,2,1,West Ham United,Southampton,"<strong class=""matchTeamFormation"" data-team-id=""25"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""20"">4-2-3-1</strong>",Adrián,James Tomkins,Carl Jenkinson,Angelo Ogbonna,James Collins,Cheikhou Kouyaté,Alexandre Song,Mark Noble,Mauro Zárate,Enner Valencia,Michail Antonio,Darren Randolph,Reece Oxford,Stephen Hendrie,Manuel Lanzini,Pedro Obiang,Josh Cullen,Andy Carroll,Maarten Stekelenburg,Virgil van Dijk,Ryan Bertrand,Cuco Martina,José Fonte,Dusan Tadic,Oriol Romeu,Steven Davis,Victor Wanyama,Sadio Mané,Shane Long,Paulo Gazzaniga,Maya Yoshida,Steven Caulker,James Ward-Prowse,Gastón Ramírez,Jordy Clasie,Juanmi,Matchweek 19,4,4,26,24
200,2,0,Stoke City,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""42"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""12"">4-2-3-1</strong>",Jack Butland,Ryan Shawcross,Philipp Wollscheid,Erik Pieters,Glen Johnson,Geoff Cameron,Ibrahim Afellay,Glenn Whelan,Marko Arnautovic,Xherdan Shaqiri,Bojan,Jakob Haugaard,Marc Wilson,Charlie Adam,Marco van Ginkel,Mame Diouf,Jonathan Walters,Joselu,David de Gea,Phil Jones,Ashley Young,Daley Blind,Chris Smalling,Memphis Depay,Marouane Fellaini,Juan Mata,Michael Carrick,Ander Herrera,Anthony Martial,Sergio Romero,Guillermo Varela,Paddy McNair,Cameron Borthwick-Jackson,Andreas Pereira,Morgan Schneiderlin,Wayne Rooney,Matchweek 18,-2,8,23,29
201,1,1,Aston Villa,West Ham United,"<strong class=""matchTeamFormation"" data-team-id=""2"">4-3-1-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""25"">4-3-1-2</strong>",Brad Guzan,Leandro Bacuna,Joleon Lescott,Alan Hutton,Jores Okore,Carlos Sánchez,Idrissa Gueye,Jordan Veretout,Ashley Westwood,Rudy Gestede,Jordan Ayew,Mark Bunn,Ciaran Clark,Kieran Richardson,Jack Grealish,Carles Gil,Scott Sinclair,Adama Traoré,Adrián,James Tomkins,Angelo Ogbonna,Aaron Cresswell,James Collins,Cheikhou Kouyaté,Pedro Obiang,Mauro Zárate,Mark Noble,Michail Antonio,Enner Valencia,Darren Randolph,Stephen Hendrie,Reece Oxford,Carl Jenkinson,Alexandre Song,Djair Parfitt-Williams,Josh Cullen,Matchweek 18,-17,4,7,25
202,0,0,Bournemouth,Crystal Palace,"<strong class=""matchTeamFormation"" data-team-id=""127"">4-1-4-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""6"">4-4-2</strong>",Artur Boruc,Adam Smith,Steve Cook,Simon Francis,Charlie Daniels,Dan Gosling,Andrew Surman,Harry Arter,Junior Stanislas,Matt Ritchie,Glenn Murray,Adam Federici,Sylvain Distin,Marc Pugh,Eunan O'Kane,Shaun MacDonald,Yann Kermorgant,Tokelo Rantie,Wayne Hennessey,Scott Dann,Joel Ward,Pape Souaré,Damien Delaney,Jason Puncheon,Wilfried Zaha,James McArthur,Joe Ledley,Jordon Mutch,Fraizer Campbell,Alex McCarthy,Martin Kelly,Brede Hangeland,Connor Dymond,Mile Jedinak,Yohan Cabaye,Marouane Chamakh,Matchweek 18,-10,7,19,29
203,2,2,Chelsea,Watford,"<strong class=""matchTeamFormation"" data-team-id=""4"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""33"">4-4-2</strong>",Thibaut Courtois,Gary Cahill,John Terry,César Azpilicueta,Branislav Ivanovic,Pedro,Cesc Fàbregas,Willian,Oscar,Nemanja Matic,Diego Costa,Asmir Begovic,Abdul Baba,Kurt Zouma,John Obi Mikel,Eden Hazard,Ramires,Loïc Rémy,Heurelho Gomes,José Holebas,Craig Cathcart,Miguel Britos,Allan Nyom,José Manuel Jurado,Étienne Capoue,Almen Abdi,Ben Watson,Odion Ighalo,Troy Deeney,Giedrius Arlauskis,Sebastian Prödl,Adlène Guédioura,Ikechi Anya,Valon Behrami,Alessandro Diamanti,Steven Berghuis,Matchweek 18,-6,5,18,28
204,1,0,Liverpool,Leicester City,"<strong class=""matchTeamFormation"" data-team-id=""10"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""26"">4-4-2</strong>",Simon Mignolet,Nathaniel Clyne,Dejan Lovren,Mamadou Sakho,Alberto Moreno,Philippe Coutinho,Roberto Firmino,Adam Lallana,Jordan Henderson,Emre Can,Divock Origi,Ádám Bogdán,Kolo Touré,Connor Randall,Joe Allen,João Teixeira,Lucas Leiva,Christian Benteke,Kasper Schmeichel,Danny Simpson,Christian Fuchs,Wes Morgan,Robert Huth,Andy King,Riyad Mahrez,N'Golo Kanté,Marc Albrighton,Jamie Vardy,Shinji Okazaki,Mark Schwarzer,Ritchie De Laet,Marcin Wasilewski,Gökhan Inler,Nathan Dyer,Leonardo Ulloa,Andrej Kramaric,Matchweek 18,-2,13,24,38
205,4,1,Manchester City,Sunderland,"<strong class=""matchTeamFormation"" data-team-id=""11"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""29"">4-3-3</strong>",Joe Hart,Bacary Sagna,Nicolás Otamendi,Eliaquim Mangala,Aleksandar Kolarov,Raheem Sterling,Kevin De Bruyne,David Silva,Yaya Touré,Fernandinho,Wilfried Bony,Willy Caballero,Gaël Clichy,Vincent Kompany,Martín Demichelis,Fabian Delph,Jesús Navas,Sergio Agüero,Vito Mannone,Sebastián Coates,Patrick van Aanholt,John O'Shea,Billy Jones,Jordi Gómez,Adam Johnson,Yann M'Vila,Fabio Borini,Steven Fletcher,Danny Graham,Costel Pantilimon,Wes Brown,Ola Toivonen,Lee Cattermole,Duncan Watmore,Jeremain Lens,Jermain Defoe,Matchweek 18,14,-15,32,12
206,1,0,Swansea City,West Bromwich Albion,"<strong class=""matchTeamFormation"" data-team-id=""45"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""36"">4-4-1-1</strong>",Lukasz Fabianski,Federico Fernández,Ashley Williams,Angel Rangel,Neil Taylor,Wayne Routledge,Ki Sung-Yeung,Jefferson Montero,Leon Britton,Gylfi Sigurdsson,André Ayew,Kristoffer Nordfeldt,Kyle Bartley,Kyle Naughton,Jonjo Shelvey,Jack Cork,Bafétimbi Gomis,Modou Barrow,Boaz Myhill,Jonny Evans,Craig Dawson,Jonas Olsson,Gareth McAuley,Claudio Yacob,Craig Gardner,Chris Brunt,Darren Fletcher,James Morrison,Rickie Lambert,Anders Lindegaard,Cristian Gamboa,James Chester,Stéphane Sessègnon,Callum McManaman,Victor Anichebe,Saido Berahino,Matchweek 18,-9,-6,15,20
207,3,0,Tottenham Hotspur,Norwich City,"<strong class=""matchTeamFormation"" data-team-id=""21"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""14"">4-4-1-1</strong>",Hugo Lloris,Kyle Walker,Ben Davies,Jan Vertonghen,Toby Alderweireld,Dele Alli,Érik Lamela,Christian Eriksen,Eric Dier,Mousa Dembélé,Harry Kane,Michel Vorm,Kieran Trippier,Danny Rose,Son Heung-Min,Nacer Chadli,Nabil Bentaleb,Tom Carroll,Declan Rudd,Sebastien Bassong,Ryan Bennett,Russell Martin,Martin Olsson,Youssouf Mulumbu,Nathan Redmond,Alexander Tettey,Robert Brady,Vadis Odjidja-Ofoe,Cameron Jerome,John Ruddy,Steven Whittaker,Jonny Howson,Graham Dorrans,Wes Hoolahan,Kyle Lafferty,Dieumerci Mbokani,Matchweek 18,14,-9,29,17
208,0,1,Newcastle United,Everton,"<strong class=""matchTeamFormation"" data-team-id=""23"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""7"">4-3-3</strong>",Robert Elliot,Daryl Janmaat,Chancel Mbemba,Paul Dummett,Fabricio Coloccini,Georginio Wijnaldum,Jack Colback,Moussa Sissoko,Vurnon Anita,Ayoze Pérez,Aleksandar Mitrovic,Karl Darlow,Kevin Mbabu,Cheick Tioté,Siem de Jong,Florian Thauvin,Yoan Gouffran,Ivan Toney,Tim Howard,Leighton Baines,John Stones,Ramiro Funes Mori,Séamus Coleman,Tom Cleverley,Ross Barkley,Gareth Barry,Aaron Lennon,Kevin Mirallas,Romelu Lukaku,Joel Robles,Brendan Galloway,Muhamed Besic,Leon Osman,Darron Gibson,Gerard Deulofeu,Arouna Koné,Matchweek 18,-13,7,17,23
209,4,0,Southampton,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""20"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""1"">4-2-3-1</strong>",Maarten Stekelenburg,Virgil van Dijk,Ryan Bertrand,José Fonte,Cuco Martina,Steven Davis,Victor Wanyama,James Ward-Prowse,Jordy Clasie,Sadio Mané,Shane Long,Paulo Gazzaniga,Maya Yoshida,Steven Caulker,Gastón Ramírez,Oriol Romeu,Dusan Tadic,Juanmi,Petr Cech,Héctor Bellerín,Nacho Monreal,Laurent Koscielny,Per Mertesacker,Mesut Özil,Aaron Ramsey,Joel Campbell,Mathieu Flamini,Theo Walcott,Olivier Giroud,David Ospina,Kieran Gibbs,Calum Chambers,Gabriel Paulista,Alex Iwobi,Alex Oxlade-Chamberlain,Jeff Reine-Adélaïde,Matchweek 18,0,17,21,36
210,2,1,Arsenal,Manchester City,"<strong class=""matchTeamFormation"" data-team-id=""1"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""11"">4-4-1-1</strong>",Petr Cech,Héctor Bellerín,Nacho Monreal,Laurent Koscielny,Per Mertesacker,Aaron Ramsey,Joel Campbell,Mesut Özil,Theo Walcott,Mathieu Flamini,Olivier Giroud,David Ospina,Calum Chambers,Gabriel Paulista,Kieran Gibbs,Alex Iwobi,Alex Oxlade-Chamberlain,Jeff Reine-Adélaïde,Joe Hart,Bacary Sagna,Eliaquim Mangala,Aleksandar Kolarov,Nicolás Otamendi,Kevin De Bruyne,Fabian Delph,Yaya Touré,Fernandinho,David Silva,Sergio Agüero,Willy Caballero,Gaël Clichy,Martín Demichelis,Jesús Navas,Wilfried Bony,Raheem Sterling,Kelechi Iheanacho,Matchweek 17,16,15,33,32
211,3,0,Watford,Liverpool,"<strong class=""matchTeamFormation"" data-team-id=""33"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>",Heurelho Gomes,Craig Cathcart,Miguel Britos,Nathan Aké,Allan Nyom,José Manuel Jurado,Étienne Capoue,Almen Abdi,Ben Watson,Troy Deeney,Odion Ighalo,Giedrius Arlauskis,José Holebas,Adlène Guédioura,Ikechi Anya,Valon Behrami,Alessandro Diamanti,Obbi Oularé,Ádám Bogdán,Nathaniel Clyne,Mamadou Sakho,Martin Skrtel,Alberto Moreno,Lucas Leiva,Jordan Henderson,Emre Can,Adam Lallana,Philippe Coutinho,Roberto Firmino,Ryan Fulton,Kolo Touré,Connor Randall,Joe Allen,Jordon Ibe,Divock Origi,Christian Benteke,Matchweek 17,2,1,25,24
212,0,0,Swansea City,West Ham United,"<strong class=""matchTeamFormation"" data-team-id=""45"">4-1-2-1-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""25"">4-1-4-1</strong>",Lukasz Fabianski,Federico Fernández,Angel Rangel,Ashley Williams,Neil Taylor,Ki Sung-Yeung,Leon Britton,Jack Cork,Gylfi Sigurdsson,Bafétimbi Gomis,André Ayew,Kristoffer Nordfeldt,Jordi Amat,Kyle Naughton,Jonjo Shelvey,Jefferson Montero,Marvin Emnes,Modou Barrow,Adrián,James Tomkins,Angelo Ogbonna,James Collins,Aaron Cresswell,Cheikhou Kouyaté,Alexandre Song,Michail Antonio,Mauro Zárate,Mark Noble,Nikica Jelavic,Darren Randolph,Reece Oxford,Stephen Hendrie,Carl Jenkinson,Pedro Obiang,Josh Cullen,Enner Valencia,Matchweek 17,-9,4,14,24
213,3,1,Chelsea,Sunderland,"<strong class=""matchTeamFormation"" data-team-id=""4"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""29"">5-3-2</strong>",Thibaut Courtois,John Terry,César Azpilicueta,Branislav Ivanovic,Kurt Zouma,Oscar,Cesc Fàbregas,Pedro,Willian,Nemanja Matic,Diego Costa,Asmir Begovic,Abdul Baba,Gary Cahill,John Obi Mikel,Ramires,Bertrand Traoré,Loïc Rémy,Costel Pantilimon,Patrick van Aanholt,Sebastián Coates,Younes Kaboul,John O'Shea,Billy Jones,Jack Rodwell,Yann M'Vila,Ola Toivonen,Duncan Watmore,Jermain Defoe,Vito Mannone,DeAndre Yedlin,Adam Johnson,Jordi Gómez,Danny Graham,Steven Fletcher,Fabio Borini,Matchweek 17,-8,-13,15,12
214,2,3,Everton,Leicester City,"<strong class=""matchTeamFormation"" data-team-id=""7"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""26"">4-4-2</strong>",Tim Howard,Leighton Baines,John Stones,Ramiro Funes Mori,Séamus Coleman,Ross Barkley,Tom Cleverley,Gareth Barry,Gerard Deulofeu,Arouna Koné,Romelu Lukaku,Joel Robles,Brendan Galloway,Kevin Mirallas,Muhamed Besic,Leon Osman,Aaron Lennon,Darron Gibson,Kasper Schmeichel,Danny Simpson,Christian Fuchs,Wes Morgan,Marcin Wasilewski,Andy King,Marc Albrighton,Riyad Mahrez,N'Golo Kanté,Shinji Okazaki,Jamie Vardy,Mark Schwarzer,Yohan Benalouane,Ritchie De Laet,Gökhan Inler,Nathan Dyer,Leonardo Ulloa,Andrej Kramaric,Matchweek 17,8,12,23,35
215,1,2,Manchester United,Norwich City,"<strong class=""matchTeamFormation"" data-team-id=""12"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""14"">4-4-1-1</strong>",David de Gea,Phil Jones,Ashley Young,Daley Blind,Chris Smalling,Memphis Depay,Michael Carrick,Marouane Fellaini,Anthony Martial,Juan Mata,Wayne Rooney,Sergio Romero,Guillermo Varela,Paddy McNair,Cameron Borthwick-Jackson,Ander Herrera,Andreas Pereira,Morgan Schneiderlin,Declan Rudd,Sebastien Bassong,Ryan Bennett,Russell Martin,Martin Olsson,Nathan Redmond,Gary O'Neil,Alexander Tettey,Robert Brady,Cameron Jerome,Wes Hoolahan,John Ruddy,Steven Whittaker,Jonny Howson,Youssouf Mulumbu,Graham Dorrans,Vadis Odjidja-Ofoe,Dieumerci Mbokani,Matchweek 17,9,-10,29,14
216,0,2,Southampton,Tottenham Hotspur,"<strong class=""matchTeamFormation"" data-team-id=""20"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""21"">4-2-3-1</strong>",Paulo Gazzaniga,Virgil van Dijk,Ryan Bertrand,José Fonte,Cédric Soares,Dusan Tadic,Sadio Mané,Victor Wanyama,Steven Davis,Jordy Clasie,Graziano Pellè,Kelvin Davis,Maya Yoshida,Matt Targett,James Ward-Prowse,Oriol Romeu,Shane Long,Juanmi,Hugo Lloris,Kyle Walker,Ben Davies,Jan Vertonghen,Toby Alderweireld,Dele Alli,Mousa Dembélé,Érik Lamela,Christian Eriksen,Eric Dier,Harry Kane,Michel Vorm,Kevin Wimmer,Son Heung-Min,Harry Winks,Nacer Chadli,Nabil Bentaleb,Tom Carroll,Matchweek 17,2,12,21,26
217,1,2,Stoke City,Crystal Palace,"<strong class=""matchTeamFormation"" data-team-id=""42"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""6"">4-4-2</strong>",Jack Butland,Ryan Shawcross,Philipp Wollscheid,Erik Pieters,Glen Johnson,Ibrahim Afellay,Marco van Ginkel,Glenn Whelan,Marko Arnautovic,Bojan,Xherdan Shaqiri,Jakob Haugaard,Phil Bardsley,Marc Wilson,Charlie Adam,Mame Diouf,Jonathan Walters,Joselu,Wayne Hennessey,Scott Dann,Joel Ward,Pape Souaré,Damien Delaney,Joe Ledley,Jason Puncheon,Wilfried Zaha,James McArthur,Yannick Bolasie,Connor Wickham,Julian Speroni,Martin Kelly,Brede Hangeland,Lee Chung-Yong,Jordon Mutch,Patrick Bamford,Marouane Chamakh,Matchweek 17,-1,6,23,26
218,1,2,West Bromwich Albion,Bournemouth,"<strong class=""matchTeamFormation"" data-team-id=""36"">4-4-1-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""127"">4-1-4-1</strong>",Boaz Myhill,Chris Brunt,Craig Dawson,Jonas Olsson,Gareth McAuley,Darren Fletcher,Jonny Evans,James McClean,Craig Gardner,Salomón Rondón,James Morrison,Anders Lindegaard,James Chester,Callum McManaman,Stéphane Sessègnon,Victor Anichebe,Saido Berahino,Rickie Lambert,Artur Boruc,Adam Smith,Steve Cook,Simon Francis,Charlie Daniels,Junior Stanislas,Andrew Surman,Harry Arter,Matt Ritchie,Dan Gosling,Glenn Murray,Adam Federici,Sylvain Distin,Eunan O'Kane,Marc Pugh,Shaun MacDonald,Yann Kermorgant,Tokelo Rantie,Matchweek 17,-5,-11,20,16
219,1,1,Newcastle United,Aston Villa,"<strong class=""matchTeamFormation"" data-team-id=""23"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""2"">4-3-1-2</strong>",Robert Elliot,Daryl Janmaat,Chancel Mbemba,Paul Dummett,Fabricio Coloccini,Georginio Wijnaldum,Jack Colback,Siem de Jong,Moussa Sissoko,Vurnon Anita,Papiss Cissé,Karl Darlow,Kevin Mbabu,Cheick Tioté,Florian Thauvin,Yoan Gouffran,Aleksandar Mitrovic,Ayoze Pérez,Brad Guzan,Leandro Bacuna,Joleon Lescott,Alan Hutton,Jores Okore,Carlos Sánchez,Idrissa Gueye,Ashley Westwood,Jordan Veretout,Jordan Ayew,Scott Sinclair,Mark Bunn,Ciaran Clark,Kieran Richardson,Jack Grealish,Carles Gil,Adama Traoré,Rudy Gestede,Matchweek 17,-13,-17,16,6
220,2,1,Leicester City,Chelsea,"<strong class=""matchTeamFormation"" data-team-id=""26"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""4"">4-2-3-1</strong>",Kasper Schmeichel,Danny Simpson,Christian Fuchs,Wes Morgan,Robert Huth,Danny Drinkwater,Riyad Mahrez,N'Golo Kanté,Marc Albrighton,Jamie Vardy,Leonardo Ulloa,Mark Schwarzer,Yohan Benalouane,Marcin Wasilewski,Gökhan Inler,Andy King,Nathan Dyer,Shinji Okazaki,Thibaut Courtois,César Azpilicueta,Branislav Ivanovic,John Terry,Kurt Zouma,Ramires,Oscar,Eden Hazard,Willian,Nemanja Matic,Diego Costa,Asmir Begovic,Gary Cahill,John Obi Mikel,Cesc Fàbregas,Pedro,Kenedy,Loïc Rémy,Matchweek 16,11,-7,32,15
221,0,2,Aston Villa,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""2"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""1"">4-2-3-1</strong>",Brad Guzan,Leandro Bacuna,Joleon Lescott,Alan Hutton,Jores Okore,Idrissa Gueye,Carlos Sánchez,Jordan Ayew,Scott Sinclair,Jordan Veretout,Rudy Gestede,Mark Bunn,Ciaran Clark,Jack Grealish,Ashley Westwood,Carles Gil,Jordan Lyden,Adama Traoré,Petr Cech,Héctor Bellerín,Nacho Monreal,Laurent Koscielny,Per Mertesacker,Aaron Ramsey,Joel Campbell,Mesut Özil,Theo Walcott,Mathieu Flamini,Olivier Giroud,David Ospina,Mathieu Debuchy,Calum Chambers,Gabriel Paulista,Kieran Gibbs,Alex Iwobi,Alex Oxlade-Chamberlain,Matchweek 16,-15,14,6,30
222,2,2,Liverpool,West Bromwich Albion,"<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""36"">4-1-4-1</strong>",Simon Mignolet,Nathaniel Clyne,Dejan Lovren,Alberto Moreno,Martin Skrtel,James Milner,Jordan Henderson,Emre Can,Philippe Coutinho,Adam Lallana,Christian Benteke,Ádám Bogdán,Kolo Touré,Joe Allen,Jordon Ibe,Lucas Leiva,Divock Origi,Roberto Firmino,Boaz Myhill,Chris Brunt,Craig Dawson,Jonas Olsson,Gareth McAuley,James Morrison,Jonny Evans,James McClean,Darren Fletcher,Craig Gardner,Salomón Rondón,Anders Lindegaard,James Chester,Callum McManaman,Serge Gnabry,Victor Anichebe,Rickie Lambert,Saido Berahino,Matchweek 16,1,-5,23,19
223,1,2,Tottenham Hotspur,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""21"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""23"">4-4-1-1</strong>",Hugo Lloris,Kyle Walker,Jan Vertonghen,Toby Alderweireld,Danny Rose,Tom Carroll,Christian Eriksen,Érik Lamela,Eric Dier,Dele Alli,Harry Kane,Michel Vorm,Ben Davies,Kieran Trippier,Josh Onomah,Son Heung-Min,Nacer Chadli,Nabil Bentaleb,Robert Elliot,Daryl Janmaat,Chancel Mbemba,Paul Dummett,Fabricio Coloccini,Georginio Wijnaldum,Jack Colback,Moussa Sissoko,Vurnon Anita,Siem de Jong,Papiss Cissé,Karl Darlow,Kevin Mbabu,Jamie Sterry,Florian Thauvin,Yoan Gouffran,Aleksandar Mitrovic,Ayoze Pérez,Matchweek 16,13,-14,26,13
224,1,1,Norwich City,Everton,"<strong class=""matchTeamFormation"" data-team-id=""14"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""7"">4-2-3-1</strong>",Declan Rudd,Sebastien Bassong,Andre Wisdom,Russell Martin,Martin Olsson,Nathan Redmond,Alexander Tettey,Wes Hoolahan,Robert Brady,Gary O'Neil,Cameron Jerome,John Ruddy,Ryan Bennett,Jonny Howson,Youssouf Mulumbu,Graham Dorrans,Lewis Grabban,Dieumerci Mbokani,Tim Howard,Leighton Baines,John Stones,Ramiro Funes Mori,Séamus Coleman,Gerard Deulofeu,Arouna Koné,Tom Cleverley,Ross Barkley,Gareth Barry,Romelu Lukaku,Joel Robles,Brendan Galloway,Kevin Mirallas,Darron Gibson,Leon Osman,Aaron Lennon,Steven Naismith,Matchweek 16,-10,8,13,22
225,1,0,Crystal Palace,Southampton,"<strong class=""matchTeamFormation"" data-team-id=""6"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""20"">3-4-2-1</strong>",Wayne Hennessey,Scott Dann,Joel Ward,Pape Souaré,Damien Delaney,Jason Puncheon,Yohan Cabaye,Wilfried Zaha,James McArthur,Yannick Bolasie,Connor Wickham,Alex McCarthy,Martin Kelly,Adrian Mariappa,Jordon Mutch,Lee Chung-Yong,Fraizer Campbell,Marouane Chamakh,Paulo Gazzaniga,Maya Yoshida,Virgil van Dijk,José Fonte,Ryan Bertrand,Victor Wanyama,Oriol Romeu,Cédric Soares,Shane Long,Sadio Mané,Steven Davis,Kelvin Davis,Cuco Martina,James Ward-Prowse,Jordy Clasie,Dusan Tadic,Juanmi,Graziano Pellè,Matchweek 16,5,3,23,21
226,2,1,Manchester City,Swansea City,"<strong class=""matchTeamFormation"" data-team-id=""11"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""45"">4-3-3</strong>",Joe Hart,Bacary Sagna,Eliaquim Mangala,Nicolás Otamendi,Gaël Clichy,Jesús Navas,David Silva,Yaya Touré,Fernandinho,Raheem Sterling,Wilfried Bony,Willy Caballero,Aleksandar Kolarov,Martín Demichelis,Kevin De Bruyne,Fabian Delph,Patrick Roberts,Kelechi Iheanacho,Lukasz Fabianski,Federico Fernández,Ashley Williams,Angel Rangel,Neil Taylor,Ki Sung-Yeung,Leon Britton,Jack Cork,Wayne Routledge,André Ayew,Gylfi Sigurdsson,Kristoffer Nordfeldt,Kyle Naughton,Jordi Amat,Jefferson Montero,Matt Grimes,Bafétimbi Gomis,Modou Barrow,Matchweek 16,14,-8,29,14
